dataset;method;model;Precision;Recall;F1-Score;G mean;Balanced Accuracy
Migraine_onevsrest_1;8;Gradient Boosting;0.95;1.0;0.97;0.99;0.99
Migraine_onevsrest_1;8;Extra Trees;1.0;1.0;1.0;1.0;1.0
Migraine_onevsrest_1;8;Neural Network (MLP);1.0;1.0;1.0;1.0;1.0
Migraine_onevsrest_1;8;Logistic Regression;0.95;1.0;0.97;0.99;0.99
Migraine_onevsrest_2;8;KNN;0.35;1.0;0.52;0.94;0.94
Migraine_onevsrest_2;8;Random Forest;0.58;1.0;0.74;0.98;0.98
Migraine_onevsrest_2;8;Decision Tree;0.64;1.0;0.78;0.98;0.98
Migraine_onevsrest_2;8;XGBoost;0.64;1.0;0.78;0.98;0.98
Migraine_onevsrest_2;8;AdaBoost;0.54;1.0;0.7;0.97;0.97
Migraine_onevsrest_2;8;Gradient Boosting;0.54;1.0;0.7;0.97;0.97
Migraine_onevsrest_2;8;Extra Trees;0.44;1.0;0.61;0.96;0.96
Migraine_onevsrest_2;8;Neural Network (MLP);0.39;1.0;0.56;0.95;0.95
Migraine_onevsrest_2;8;Logistic Regression;0.23;1.0;0.38;0.89;0.89
Migraine_onevsrest_3;8;KNN;1.0;1.0;1.0;1.0;1.0
Migraine_onevsrest_3;8;Random Forest;1.0;1.0;1.0;1.0;1.0
Migraine_onevsrest_3;8;Decision Tree;1.0;1.0;1.0;1.0;1.0
Migraine_onevsrest_3;8;XGBoost;1.0;1.0;1.0;1.0;1.0
Migraine_onevsrest_3;8;AdaBoost;1.0;1.0;1.0;1.0;1.0
Migraine_onevsrest_3;8;Gradient Boosting;1.0;1.0;1.0;1.0;1.0
Migraine_onevsrest_3;8;Extra Trees;1.0;1.0;1.0;1.0;1.0
Migraine_onevsrest_3;8;Neural Network (MLP);1.0;1.0;1.0;1.0;1.0
Migraine_onevsrest_3;8;Logistic Regression;1.0;1.0;1.0;1.0;1.0
Migraine_onevsrest_4;8;KNN;0.5;1.0;0.67;0.98;0.98
Migraine_onevsrest_4;8;Random Forest;0.62;1.0;0.77;0.99;0.99
Migraine_onevsrest_4;8;Decision Tree;0.45;1.0;0.62;0.97;0.97
Migraine_onevsrest_4;8;XGBoost;0.42;1.0;0.59;0.97;0.97
Migraine_onevsrest_4;8;AdaBoost;0.56;1.0;0.71;0.98;0.98
Migraine_onevsrest_4;8;Gradient Boosting;0.62;1.0;0.77;0.99;0.99
Migraine_onevsrest_4;8;Extra Trees;0.83;1.0;0.91;1.0;1.0
Migraine_onevsrest_4;8;Neural Network (MLP);0.71;1.0;0.83;0.99;0.99
Migraine_onevsrest_4;8;Logistic Regression;0.83;1.0;0.91;1.0;1.0
Migraine_onevsrest_5;8;KNN;0.24;1.0;0.38;0.94;0.94
Migraine_onevsrest_5;8;Random Forest;0.44;1.0;0.62;0.98;0.98
Migraine_onevsrest_5;8;Decision Tree;0.4;1.0;0.57;0.97;0.97
Migraine_onevsrest_5;8;XGBoost;0.4;1.0;0.57;0.97;0.97
Migraine_onevsrest_5;8;AdaBoost;0.36;1.0;0.53;0.97;0.97
Migraine_onevsrest_5;8;Gradient Boosting;0.4;1.0;0.57;0.97;0.97
Migraine_onevsrest_5;8;Extra Trees;0.36;1.0;0.53;0.97;0.97
Migraine_onevsrest_5;8;Neural Network (MLP);0.36;1.0;0.53;0.97;0.97
Migraine_onevsrest_5;8;Logistic Regression;0.27;1.0;0.42;0.95;0.95
new-thyroid1;8;KNN;1.0;0.82;0.9;0.9;0.91
new-thyroid1;8;Random Forest;1.0;1.0;1.0;1.0;1.0
new-thyroid1;8;Decision Tree;0.92;1.0;0.96;0.99;0.99
new-thyroid1;8;XGBoost;1.0;1.0;1.0;1.0;1.0
new-thyroid1;8;AdaBoost;1.0;1.0;1.0;1.0;1.0
new-thyroid1;8;Gradient Boosting;1.0;1.0;1.0;1.0;1.0
new-thyroid1;8;Extra Trees;1.0;1.0;1.0;1.0;1.0
new-thyroid1;8;Neural Network (MLP);0.19;1.0;0.32;0.38;0.57
new-thyroid1;8;Logistic Regression;1.0;1.0;1.0;1.0;1.0
newthyroid2;8;KNN;1.0;0.82;0.9;0.9;0.91
newthyroid2;8;Random Forest;1.0;0.82;0.9;0.9;0.91
newthyroid2;8;Decision Tree;0.9;0.82;0.86;0.9;0.9
newthyroid2;8;XGBoost;1.0;0.82;0.9;0.9;0.91
newthyroid2;8;AdaBoost;1.0;0.91;0.95;0.95;0.95
newthyroid2;8;Gradient Boosting;1.0;0.91;0.95;0.95;0.95
newthyroid2;8;Extra Trees;1.0;0.91;0.95;0.95;0.95
newthyroid2;8;Neural Network (MLP);0.19;1.0;0.31;0.33;0.56
newthyroid2;8;Logistic Regression;0.69;1.0;0.81;0.95;0.95
Obesity_onevsrest_0;8;KNN;0.7;1.0;0.82;0.97;0.97
Obesity_onevsrest_0;8;Random Forest;0.9;0.97;0.93;0.98;0.98
Obesity_onevsrest_0;8;Decision Tree;0.94;1.0;0.97;1.0;1.0
Obesity_onevsrest_0;8;XGBoost;0.95;1.0;0.98;1.0;1.0
Obesity_onevsrest_0;8;AdaBoost;0.86;1.0;0.92;0.99;0.99
Obesity_onevsrest_0;8;Gradient Boosting;0.94;1.0;0.97;1.0;1.0
Obesity_onevsrest_0;8;Extra Trees;0.92;0.96;0.94;0.97;0.97
Obesity_onevsrest_0;8;Neural Network (MLP);0.77;0.99;0.87;0.97;0.97
Obesity_onevsrest_0;8;Logistic Regression;0.13;1.0;0.23;0.0;0.5
Obesity_onevsrest_1;8;KNN;0.93;0.82;0.88;0.9;0.91
Obesity_onevsrest_1;8;Random Forest;0.82;0.89;0.85;0.93;0.93
Obesity_onevsrest_1;8;Decision Tree;0.82;0.73;0.77;0.84;0.85
Obesity_onevsrest_1;8;XGBoost;0.96;0.96;0.96;0.98;0.98
Obesity_onevsrest_1;8;AdaBoost;0.59;0.68;0.63;0.79;0.8
Obesity_onevsrest_1;8;Gradient Boosting;0.99;0.95;0.97;0.98;0.98
Obesity_onevsrest_1;8;Extra Trees;0.76;0.91;0.83;0.93;0.93
Obesity_onevsrest_1;8;Neural Network (MLP);0.69;0.79;0.74;0.86;0.87
Obesity_onevsrest_1;8;Logistic Regression;0.34;0.64;0.45;0.72;0.72
Obesity_onevsrest_2;8;KNN;0.79;0.93;0.86;0.95;0.95
Obesity_onevsrest_2;8;Random Forest;0.99;0.8;0.88;0.89;0.9
Obesity_onevsrest_2;8;Decision Tree;0.84;0.81;0.82;0.89;0.89
Obesity_onevsrest_2;8;XGBoost;0.89;0.89;0.89;0.94;0.94
Obesity_onevsrest_2;8;AdaBoost;0.52;0.57;0.54;0.72;0.74
Obesity_onevsrest_2;8;Gradient Boosting;0.94;0.92;0.93;0.95;0.95
Obesity_onevsrest_2;8;Extra Trees;0.99;0.86;0.92;0.92;0.93
Obesity_onevsrest_2;8;Neural Network (MLP);0.13;1.0;0.23;0.0;0.5
Obesity_onevsrest_2;8;Logistic Regression;0.12;0.25;0.16;0.42;0.48
Obesity_onevsrest_3;8;KNN;0.83;0.92;0.87;0.94;0.94
Obesity_onevsrest_3;8;Random Forest;0.94;0.97;0.95;0.98;0.98
Obesity_onevsrest_3;8;Decision Tree;0.85;0.97;0.9;0.97;0.97
Obesity_onevsrest_3;8;XGBoost;0.99;1.0;0.99;1.0;1.0
Obesity_onevsrest_3;8;AdaBoost;0.51;0.61;0.55;0.74;0.76
Obesity_onevsrest_3;8;Gradient Boosting;0.99;0.99;0.99;0.99;0.99
Obesity_onevsrest_3;8;Extra Trees;0.9;0.94;0.92;0.96;0.96
Obesity_onevsrest_3;8;Neural Network (MLP);0.75;0.46;0.57;0.67;0.72
Obesity_onevsrest_3;8;Logistic Regression;0.24;0.44;0.31;0.58;0.61
Obesity_onevsrest_4;8;KNN;0.96;0.97;0.97;0.98;0.98
Obesity_onevsrest_4;8;Random Forest;0.98;0.96;0.97;0.98;0.98
Obesity_onevsrest_4;8;Decision Tree;0.88;0.95;0.92;0.96;0.96
Obesity_onevsrest_4;8;XGBoost;1.0;0.98;0.99;0.99;0.99
Obesity_onevsrest_4;8;AdaBoost;0.63;0.81;0.71;0.86;0.86
Obesity_onevsrest_4;8;Gradient Boosting;0.99;0.98;0.99;0.99;0.99
Obesity_onevsrest_4;8;Extra Trees;0.97;0.94;0.96;0.97;0.97
Obesity_onevsrest_4;8;Neural Network (MLP);0.92;0.76;0.83;0.87;0.87
Obesity_onevsrest_4;8;Logistic Regression;0.17;1.0;0.29;0.0;0.5
Obesity_onevsrest_5;8;KNN;0.99;1.0;0.99;1.0;1.0
Obesity_onevsrest_5;8;Random Forest;1.0;1.0;1.0;1.0;1.0
Obesity_onevsrest_5;8;Decision Tree;0.99;0.99;0.99;0.99;0.99
Obesity_onevsrest_5;8;XGBoost;1.0;0.99;0.99;0.99;0.99
Obesity_onevsrest_5;8;AdaBoost;1.0;1.0;1.0;1.0;1.0
Obesity_onevsrest_5;8;Gradient Boosting;0.99;0.99;0.99;0.99;0.99
Obesity_onevsrest_5;8;Extra Trees;0.99;1.0;0.99;1.0;1.0
Obesity_onevsrest_5;8;Neural Network (MLP);0.99;0.98;0.98;0.99;0.99
Obesity_onevsrest_5;8;Logistic Regression;0.29;0.97;0.44;0.76;0.79
Obesity_onevsrest_6;8;KNN;0.92;1.0;0.96;0.99;0.99
Obesity_onevsrest_6;8;Random Forest;0.99;1.0;0.99;1.0;1.0
Obesity_onevsrest_6;8;Decision Tree;0.96;1.0;0.98;1.0;1.0
Obesity_onevsrest_6;8;XGBoost;0.99;1.0;0.99;1.0;1.0
Obesity_onevsrest_6;8;AdaBoost;0.89;1.0;0.94;0.99;0.99
Obesity_onevsrest_6;8;Gradient Boosting;0.98;1.0;0.99;1.0;1.0
Obesity_onevsrest_6;8;Extra Trees;0.99;1.0;0.99;1.0;1.0
Obesity_onevsrest_6;8;Neural Network (MLP);0.97;1.0;0.98;1.0;1.0
Obesity_onevsrest_6;8;Logistic Regression;0.95;1.0;0.97;1.0;1.0
page-blocks-1-3_vs_4;8;KNN;0.67;0.5;0.57;0.7;0.74
page-blocks-1-3_vs_4;8;Random Forest;1.0;1.0;1.0;1.0;1.0
page-blocks-1-3_vs_4;8;Decision Tree;0.89;1.0;0.94;1.0;1.0
page-blocks-1-3_vs_4;8;XGBoost;0.89;1.0;0.94;1.0;1.0
page-blocks-1-3_vs_4;8;AdaBoost;0.89;1.0;0.94;1.0;1.0
page-blocks-1-3_vs_4;8;Gradient Boosting;0.89;1.0;0.94;1.0;1.0
page-blocks-1-3_vs_4;8;Extra Trees;1.0;1.0;1.0;1.0;1.0
page-blocks-1-3_vs_4;8;Neural Network (MLP);0.67;1.0;0.8;0.98;0.99
page-blocks-1-3_vs_4;8;Logistic Regression;0.47;1.0;0.64;0.97;0.97
pima;8;KNN;0.59;0.59;0.59;0.68;0.68
pima;8;Random Forest;0.66;0.61;0.64;0.71;0.72
pima;8;Decision Tree;0.64;0.59;0.61;0.7;0.71
pima;8;XGBoost;0.68;0.66;0.67;0.74;0.75
pima;8;AdaBoost;0.64;0.7;0.67;0.75;0.75
pima;8;Gradient Boosting;0.71;0.7;0.7;0.77;0.77
pima;8;Extra Trees;0.68;0.65;0.66;0.74;0.74
pima;8;Neural Network (MLP);0.55;0.57;0.56;0.66;0.66
pima;8;Logistic Regression;0.61;0.57;0.59;0.68;0.69
transfusion;8;KNN;0.47;0.51;0.49;0.65;0.66
transfusion;8;Random Forest;0.49;0.49;0.49;0.64;0.67
transfusion;8;Decision Tree;0.49;0.49;0.49;0.64;0.67
transfusion;8;XGBoost;0.5;0.51;0.5;0.66;0.68
transfusion;8;AdaBoost;0.48;0.58;0.53;0.69;0.7
transfusion;8;Gradient Boosting;0.5;0.51;0.5;0.66;0.68
transfusion;8;Extra Trees;0.51;0.49;0.5;0.65;0.67
transfusion;8;Neural Network (MLP);0.56;0.51;0.53;0.67;0.69
transfusion;8;Logistic Regression;0.24;1.0;0.38;0.0;0.5
vowel0;8;KNN;1.0;1.0;1.0;1.0;1.0
vowel0;8;Random Forest;0.87;1.0;0.93;0.99;0.99
vowel0;8;Decision Tree;0.76;0.96;0.85;0.97;0.97
vowel0;8;XGBoost;0.93;1.0;0.96;1.0;1.0
vowel0;8;AdaBoost;0.84;1.0;0.92;0.99;0.99
vowel0;8;Gradient Boosting;0.87;1.0;0.93;0.99;0.99
vowel0;8;Extra Trees;0.96;1.0;0.98;1.0;1.0
vowel0;8;Neural Network (MLP);1.0;1.0;1.0;1.0;1.0
vowel0;8;Logistic Regression;0.67;0.89;0.76;0.92;0.92
yeast1;8;KNN;0.51;0.74;0.6;0.72;0.72
yeast1;8;Random Forest;0.5;0.64;0.56;0.69;0.69
yeast1;8;Decision Tree;0.46;0.61;0.53;0.66;0.66
yeast1;8;XGBoost;0.51;0.71;0.59;0.71;0.71
yeast1;8;AdaBoost;0.48;0.74;0.58;0.7;0.7
yeast1;8;Gradient Boosting;0.54;0.7;0.61;0.73;0.73
yeast1;8;Extra Trees;0.47;0.78;0.59;0.71;0.71
yeast1;8;Neural Network (MLP);0.47;0.71;0.57;0.69;0.69
yeast1;8;Logistic Regression;0.47;0.73;0.57;0.69;0.7
yeast3;8;KNN;0.6;0.86;0.71;0.89;0.89
yeast3;8;Random Forest;0.69;0.82;0.75;0.88;0.89
yeast3;8;Decision Tree;0.66;0.9;0.76;0.92;0.92
yeast3;8;XGBoost;0.66;0.84;0.74;0.89;0.89
yeast3;8;AdaBoost;0.65;0.92;0.76;0.93;0.93
yeast3;8;Gradient Boosting;0.68;0.88;0.77;0.91;0.91
yeast3;8;Extra Trees;0.71;0.86;0.78;0.91;0.91
yeast3;8;Neural Network (MLP);0.63;0.9;0.74;0.92;0.92
yeast3;8;Logistic Regression;0.52;0.9;0.66;0.9;0.9
abalone9-18;llama;KNN;0.44;0.62;0.52;0.77;0.78
abalone9-18;llama;Random Forest;0.62;0.62;0.62;0.77;0.8
abalone9-18;llama;Decision Tree;0.4;0.62;0.48;0.76;0.78
abalone9-18;llama;XGBoost;0.5;0.69;0.58;0.81;0.82
abalone9-18;llama;AdaBoost;0.53;0.69;0.6;0.82;0.83
abalone9-18;llama;Gradient Boosting;0.54;0.54;0.54;0.72;0.75
abalone9-18;llama;Extra Trees;0.6;0.46;0.52;0.67;0.72
abalone9-18;llama;Neural Network (MLP);0.67;0.77;0.71;0.87;0.87
abalone9-18;llama;Logistic Regression;0.33;0.77;0.47;0.83;0.84
cleveland-0_vs_4;llama;KNN;0.27;0.75;0.4;0.79;0.79
cleveland-0_vs_4;llama;Random Forest;0.5;0.5;0.5;0.69;0.73
cleveland-0_vs_4;llama;Decision Tree;0.3;0.75;0.43;0.8;0.8
cleveland-0_vs_4;llama;XGBoost;0.6;0.75;0.67;0.85;0.85
cleveland-0_vs_4;llama;AdaBoost;0.6;0.75;0.67;0.85;0.85
cleveland-0_vs_4;llama;Gradient Boosting;0.5;0.5;0.5;0.69;0.73
cleveland-0_vs_4;llama;Extra Trees;0.75;0.75;0.75;0.86;0.86
cleveland-0_vs_4;llama;Neural Network (MLP);0.43;0.75;0.55;0.83;0.83
cleveland-0_vs_4;llama;Logistic Regression;0.5;0.75;0.6;0.84;0.84
dermatology-6;llama;KNN;1.0;1.0;1.0;1.0;1.0
dermatology-6;llama;Random Forest;1.0;1.0;1.0;1.0;1.0
dermatology-6;llama;Decision Tree;1.0;1.0;1.0;1.0;1.0
dermatology-6;llama;XGBoost;1.0;1.0;1.0;1.0;1.0
dermatology-6;llama;AdaBoost;1.0;1.0;1.0;1.0;1.0
dermatology-6;llama;Gradient Boosting;1.0;1.0;1.0;1.0;1.0
dermatology-6;llama;Extra Trees;1.0;1.0;1.0;1.0;1.0
dermatology-6;llama;Neural Network (MLP);1.0;1.0;1.0;1.0;1.0
dermatology-6;llama;Logistic Regression;1.0;1.0;1.0;1.0;1.0
ecoli-0_vs_1;llama;KNN;1.0;0.91;0.95;0.96;0.96
ecoli-0_vs_1;llama;Random Forest;1.0;0.96;0.98;0.98;0.98
ecoli-0_vs_1;llama;Decision Tree;1.0;0.96;0.98;0.98;0.98
ecoli-0_vs_1;llama;XGBoost;1.0;0.96;0.98;0.98;0.98
ecoli-0_vs_1;llama;AdaBoost;1.0;0.96;0.98;0.98;0.98
ecoli-0_vs_1;llama;Gradient Boosting;1.0;0.96;0.98;0.98;0.98
ecoli-0_vs_1;llama;Extra Trees;1.0;0.91;0.95;0.96;0.96
ecoli-0_vs_1;llama;Neural Network (MLP);0.95;0.87;0.91;0.92;0.92
ecoli-0_vs_1;llama;Logistic Regression;1.0;0.96;0.98;0.98;0.98
ecoli1;llama;KNN;0.73;0.83;0.78;0.87;0.87
ecoli1;llama;Random Forest;0.75;0.65;0.7;0.78;0.79
ecoli1;llama;Decision Tree;0.86;0.78;0.82;0.87;0.87
ecoli1;llama;XGBoost;0.79;0.65;0.71;0.79;0.8
ecoli1;llama;AdaBoost;0.85;0.74;0.79;0.84;0.85
ecoli1;llama;Gradient Boosting;0.86;0.78;0.82;0.87;0.87
ecoli1;llama;Extra Trees;0.67;0.7;0.68;0.79;0.8
ecoli1;llama;Neural Network (MLP);0.68;0.74;0.71;0.81;0.82
ecoli1;llama;Logistic Regression;0.67;0.87;0.75;0.87;0.87
iris0;llama;KNN;1.0;1.0;1.0;1.0;1.0
iris0;llama;Random Forest;1.0;1.0;1.0;1.0;1.0
iris0;llama;Decision Tree;1.0;1.0;1.0;1.0;1.0
iris0;llama;XGBoost;0.94;1.0;0.97;0.98;0.98
iris0;llama;AdaBoost;1.0;1.0;1.0;1.0;1.0
iris0;llama;Gradient Boosting;1.0;1.0;1.0;1.0;1.0
iris0;llama;Extra Trees;1.0;1.0;1.0;1.0;1.0
iris0;llama;Neural Network (MLP);1.0;1.0;1.0;1.0;1.0
iris0;llama;Logistic Regression;1.0;1.0;1.0;1.0;1.0
kddcup-guess_passwd_vs_satan;llama;KNN;0.94;1.0;0.97;1.0;1.0
kddcup-guess_passwd_vs_satan;llama;Random Forest;1.0;1.0;1.0;1.0;1.0
kddcup-guess_passwd_vs_satan;llama;Decision Tree;1.0;1.0;1.0;1.0;1.0
kddcup-guess_passwd_vs_satan;llama;XGBoost;1.0;1.0;1.0;1.0;1.0
kddcup-guess_passwd_vs_satan;llama;AdaBoost;0.94;1.0;0.97;1.0;1.0
kddcup-guess_passwd_vs_satan;llama;Gradient Boosting;1.0;1.0;1.0;1.0;1.0
kddcup-guess_passwd_vs_satan;llama;Extra Trees;1.0;1.0;1.0;1.0;1.0
kddcup-guess_passwd_vs_satan;llama;Neural Network (MLP);0.94;1.0;0.97;1.0;1.0
kddcup-guess_passwd_vs_satan;llama;Logistic Regression;0.94;1.0;0.97;1.0;1.0
Migraine_onevsrest_0;llama;KNN;0.68;0.46;0.55;0.64;0.67
Migraine_onevsrest_0;llama;Random Forest;0.88;0.88;0.88;0.9;0.9
Migraine_onevsrest_0;llama;Decision Tree;0.8;0.85;0.82;0.87;0.87
Migraine_onevsrest_0;llama;XGBoost;0.88;0.9;0.89;0.92;0.92
Migraine_onevsrest_0;llama;AdaBoost;0.92;0.8;0.86;0.88;0.88
Migraine_onevsrest_0;llama;Gradient Boosting;0.85;0.83;0.84;0.87;0.87
Migraine_onevsrest_0;llama;Extra Trees;0.88;0.88;0.88;0.9;0.9
Migraine_onevsrest_0;llama;Neural Network (MLP);0.88;0.88;0.88;0.9;0.9
Migraine_onevsrest_0;llama;Logistic Regression;0.89;0.78;0.83;0.86;0.86
Migraine_onevsrest_1;llama;KNN;0.73;0.61;0.67;0.77;0.78
Migraine_onevsrest_1;llama;Random Forest;1.0;1.0;1.0;1.0;1.0
Migraine_onevsrest_1;llama;Decision Tree;0.93;0.78;0.85;0.88;0.88
Migraine_onevsrest_1;llama;XGBoost;1.0;0.94;0.97;0.97;0.97
Migraine_onevsrest_1;llama;AdaBoost;0.9;1.0;0.95;0.99;0.99
Migraine_onevsrest_1;llama;Gradient Boosting;0.95;1.0;0.97;0.99;0.99
Migraine_onevsrest_1;llama;Extra Trees;1.0;1.0;1.0;1.0;1.0
Migraine_onevsrest_1;llama;Neural Network (MLP);1.0;0.94;0.97;0.97;0.97
Migraine_onevsrest_1;llama;Logistic Regression;1.0;0.94;0.97;0.97;0.97
Migraine_onevsrest_2;llama;KNN;0.36;0.57;0.44;0.73;0.75
Migraine_onevsrest_2;llama;Random Forest;0.38;0.86;0.52;0.88;0.88
Migraine_onevsrest_2;llama;Decision Tree;0.38;0.71;0.5;0.81;0.82
Migraine_onevsrest_2;llama;XGBoost;0.43;0.86;0.57;0.89;0.89
Migraine_onevsrest_2;llama;AdaBoost;0.31;0.57;0.4;0.72;0.74
Migraine_onevsrest_2;llama;Gradient Boosting;0.4;0.86;0.55;0.89;0.89
Migraine_onevsrest_2;llama;Extra Trees;0.36;0.71;0.48;0.81;0.82
Migraine_onevsrest_2;llama;Neural Network (MLP);0.31;0.71;0.43;0.8;0.81
Migraine_onevsrest_2;llama;Logistic Regression;0.29;0.71;0.42;0.8;0.8
Migraine_onevsrest_3;llama;KNN;1.0;0.83;0.91;0.91;0.92
Migraine_onevsrest_3;llama;Random Forest;1.0;1.0;1.0;1.0;1.0
Migraine_onevsrest_3;llama;Decision Tree;1.0;1.0;1.0;1.0;1.0
Migraine_onevsrest_3;llama;XGBoost;1.0;1.0;1.0;1.0;1.0
Migraine_onevsrest_3;llama;AdaBoost;1.0;1.0;1.0;1.0;1.0
Migraine_onevsrest_3;llama;Gradient Boosting;1.0;1.0;1.0;1.0;1.0
Migraine_onevsrest_3;llama;Extra Trees;1.0;1.0;1.0;1.0;1.0
Migraine_onevsrest_3;llama;Neural Network (MLP);1.0;1.0;1.0;1.0;1.0
Migraine_onevsrest_3;llama;Logistic Regression;0.86;1.0;0.92;1.0;1.0
Migraine_onevsrest_4;llama;KNN;0.67;0.4;0.5;0.63;0.7
Migraine_onevsrest_4;llama;Random Forest;0.38;1.0;0.56;0.96;0.96
Migraine_onevsrest_4;llama;Decision Tree;0.42;1.0;0.59;0.97;0.97
Migraine_onevsrest_4;llama;XGBoost;0.42;1.0;0.59;0.97;0.97
Migraine_onevsrest_4;llama;AdaBoost;0.71;1.0;0.83;0.99;0.99
Migraine_onevsrest_4;llama;Gradient Boosting;0.5;1.0;0.67;0.98;0.98
Migraine_onevsrest_4;llama;Extra Trees;0.56;1.0;0.71;0.98;0.98
Migraine_onevsrest_4;llama;Neural Network (MLP);1.0;1.0;1.0;1.0;1.0
Migraine_onevsrest_4;llama;Logistic Regression;0.56;1.0;0.71;0.98;0.98
Migraine_onevsrest_5;llama;KNN;0.5;0.75;0.6;0.85;0.86
Migraine_onevsrest_5;llama;Random Forest;0.43;0.75;0.55;0.85;0.86
Migraine_onevsrest_5;llama;Decision Tree;0.19;0.75;0.3;0.81;0.82
Migraine_onevsrest_5;llama;XGBoost;0.38;0.75;0.5;0.85;0.85
Migraine_onevsrest_5;llama;AdaBoost;0.38;0.75;0.5;0.85;0.85
Migraine_onevsrest_5;llama;Gradient Boosting;0.33;0.75;0.46;0.84;0.85
Migraine_onevsrest_5;llama;Extra Trees;0.36;1.0;0.53;0.97;0.97
Migraine_onevsrest_5;llama;Neural Network (MLP);0.3;0.75;0.43;0.84;0.84
Migraine_onevsrest_5;llama;Logistic Regression;0.27;1.0;0.42;0.95;0.95
new-thyroid1;llama;KNN;1.0;0.91;0.95;0.95;0.95
new-thyroid1;llama;Random Forest;1.0;1.0;1.0;1.0;1.0
new-thyroid1;llama;Decision Tree;0.92;1.0;0.96;0.99;0.99
new-thyroid1;llama;XGBoost;0.92;1.0;0.96;0.99;0.99
new-thyroid1;llama;AdaBoost;0.92;1.0;0.96;0.99;0.99
new-thyroid1;llama;Gradient Boosting;0.92;1.0;0.96;0.99;0.99
new-thyroid1;llama;Extra Trees;1.0;1.0;1.0;1.0;1.0
new-thyroid1;llama;Neural Network (MLP);1.0;1.0;1.0;1.0;1.0
new-thyroid1;llama;Logistic Regression;1.0;1.0;1.0;1.0;1.0
newthyroid2;llama;KNN;1.0;0.82;0.9;0.9;0.91
newthyroid2;llama;Random Forest;0.9;0.82;0.86;0.9;0.9
newthyroid2;llama;Decision Tree;0.9;0.82;0.86;0.9;0.9
newthyroid2;llama;XGBoost;1.0;0.82;0.9;0.9;0.91
newthyroid2;llama;AdaBoost;1.0;0.91;0.95;0.95;0.95
newthyroid2;llama;Gradient Boosting;1.0;0.82;0.9;0.9;0.91
newthyroid2;llama;Extra Trees;1.0;0.91;0.95;0.95;0.95
newthyroid2;llama;Neural Network (MLP);1.0;1.0;1.0;1.0;1.0
newthyroid2;llama;Logistic Regression;1.0;0.91;0.95;0.95;0.95
Obesity_onevsrest_0;llama;KNN;0.76;1.0;0.86;0.98;0.98
Obesity_onevsrest_0;llama;Random Forest;0.92;0.97;0.95;0.98;0.98
Obesity_onevsrest_0;llama;Decision Tree;0.91;1.0;0.95;0.99;0.99
Obesity_onevsrest_0;llama;XGBoost;0.92;1.0;0.96;0.99;0.99
Obesity_onevsrest_0;llama;AdaBoost;0.86;1.0;0.92;0.99;0.99
Obesity_onevsrest_0;llama;Gradient Boosting;0.93;1.0;0.96;0.99;0.99
Obesity_onevsrest_0;llama;Extra Trees;0.96;0.91;0.94;0.95;0.95
Obesity_onevsrest_0;llama;Neural Network (MLP);0.82;1.0;0.9;0.98;0.98
Obesity_onevsrest_0;llama;Logistic Regression;0.88;0.99;0.93;0.98;0.98
Obesity_onevsrest_1;llama;KNN;0.92;0.53;0.67;0.72;0.76
Obesity_onevsrest_1;llama;Random Forest;0.87;0.78;0.82;0.87;0.88
Obesity_onevsrest_1;llama;Decision Tree;0.85;0.89;0.87;0.93;0.94
Obesity_onevsrest_1;llama;XGBoost;0.95;0.93;0.94;0.96;0.96
Obesity_onevsrest_1;llama;AdaBoost;0.71;0.62;0.66;0.77;0.79
Obesity_onevsrest_1;llama;Gradient Boosting;0.95;0.93;0.94;0.96;0.96
Obesity_onevsrest_1;llama;Extra Trees;0.83;0.76;0.8;0.86;0.87
Obesity_onevsrest_1;llama;Neural Network (MLP);0.84;0.69;0.76;0.82;0.84
Obesity_onevsrest_1;llama;Logistic Regression;0.67;0.02;0.05;0.15;0.51
Obesity_onevsrest_2;llama;KNN;0.78;0.92;0.84;0.94;0.94
Obesity_onevsrest_2;llama;Random Forest;0.88;0.87;0.87;0.92;0.92
Obesity_onevsrest_2;llama;Decision Tree;0.76;0.89;0.82;0.92;0.92
Obesity_onevsrest_2;llama;XGBoost;0.91;0.95;0.93;0.97;0.97
Obesity_onevsrest_2;llama;AdaBoost;0.47;0.63;0.54;0.75;0.76
Obesity_onevsrest_2;llama;Gradient Boosting;0.89;0.93;0.91;0.95;0.95
Obesity_onevsrest_2;llama;Extra Trees;0.84;0.84;0.84;0.91;0.91
Obesity_onevsrest_2;llama;Neural Network (MLP);0.59;0.84;0.69;0.88;0.88
Obesity_onevsrest_2;llama;Logistic Regression;0.31;0.36;0.33;0.56;0.62
Obesity_onevsrest_3;llama;KNN;0.9;0.91;0.9;0.94;0.95
Obesity_onevsrest_3;llama;Random Forest;0.96;0.93;0.95;0.96;0.96
Obesity_onevsrest_3;llama;Decision Tree;0.79;0.92;0.85;0.94;0.94
Obesity_onevsrest_3;llama;XGBoost;0.97;0.99;0.98;0.99;0.99
Obesity_onevsrest_3;llama;AdaBoost;0.6;0.57;0.58;0.73;0.76
Obesity_onevsrest_3;llama;Gradient Boosting;0.97;1.0;0.98;1.0;1.0
Obesity_onevsrest_3;llama;Extra Trees;0.93;0.87;0.9;0.93;0.93
Obesity_onevsrest_3;llama;Neural Network (MLP);0.84;0.71;0.77;0.83;0.85
Obesity_onevsrest_3;llama;Logistic Regression;0.4;0.2;0.26;0.43;0.57
