tuple_pair,Attr0,Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,class
"t1,t59",2.0,1.0,1.0,2.0,4.0,7.0,1.0,0.0,2.0,0.0
"t1,t60",5.0,7.0,5.0,3.0,2.0,2.0,4.0,6.0,0.0,0.0
"t1,t61",0.0,2.0,2.0,3.0,1.0,7.0,1.0,3.0,0.0,0.0
"t1,t62",4.0,6.0,7.0,0.0,4.0,7.0,3.0,6.0,5.0,0.0
"t1,t63",5.0,4.0,4.0,1.0,3.0,7.0,1.0,3.0,1.0,0.0
"t1,t64",0.0,3.0,4.0,5.0,6.0,7.0,1.0,6.0,2.0,0.0
"t1,t65",1.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,0.0
"t1,t66",3.0,3.0,2.0,1.0,1.0,7.0,2.0,3.0,0.0,0.0
"t1,t67",0.0,5.0,4.0,4.0,8.0,7.0,1.0,3.0,0.0,0.0
"t1,t68",0.0,7.0,7.0,0.0,6.0,2.0,1.0,6.0,2.0,0.0
"t1,t69",0.0,0.0,0.0,0.0,4.0,7.0,1.0,3.0,0.0,0.0
"t1,t70",0.0,5.0,5.0,5.0,3.0,7.0,3.0,4.0,0.0,0.0
"t1,t71",4.0,2.0,5.0,3.0,3.0,5.0,3.0,6.0,0.0,0.0
"t1,t72",5.0,2.0,3.0,7.0,4.0,7.0,3.0,3.0,9.0,0.0
"t1,t73",0.0,5.0,1.0,7.0,3.0,5.0,5.0,6.0,0.0,0.0
"t1,t74",5.0,7.0,7.0,5.0,4.0,5.0,3.0,6.0,0.0,0.0
"t1,t75",2.0,2.0,7.0,7.0,8.0,7.0,0.0,6.0,2.0,0.0
"t1,t76",4.0,4.0,4.0,2.0,3.0,7.0,3.0,4.0,2.0,0.0
"t1,t77",5.0,5.0,5.0,1.0,8.0,7.0,4.0,3.0,0.0,0.0
"t1,t78",0.0,7.0,7.0,6.0,4.0,7.0,3.0,6.0,4.0,0.0
"t1,t79",5.0,7.0,6.0,0.0,5.0,2.0,1.0,1.0,0.0,0.0
"t1,t80",3.0,7.0,7.0,7.0,3.0,7.0,4.0,6.0,5.0,0.0
"t1,t81",3.0,7.0,5.0,5.0,2.0,5.0,3.0,3.0,0.0,0.0
"t1,t82",5.0,7.0,7.0,7.0,5.0,7.0,3.0,6.0,3.0,0.0
"t1,t83",5.0,7.0,7.0,7.0,1.0,7.0,6.0,2.0,0.0,0.0
"t1,t84",3.0,4.0,5.0,4.0,3.0,2.0,1.0,6.0,1.0,0.0
"t1,t85",1.0,7.0,4.0,4.0,4.0,1.0,4.0,6.0,1.0,0.0
"t1,t86",5.0,3.0,1.0,0.0,8.0,7.0,5.0,6.0,0.0,0.0
"t1,t87",1.0,2.0,2.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0
"t1,t88",2.0,2.0,3.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0
"t1,t89",5.0,2.0,2.0,3.0,1.0,7.0,3.0,5.0,1.0,0.0
"t1,t90",5.0,2.0,4.0,1.0,2.0,7.0,4.0,5.0,0.0,0.0
"t1,t91",3.0,6.0,6.0,2.0,1.0,2.0,3.0,3.0,0.0,0.0
"t1,t92",2.0,1.0,4.0,1.0,1.0,4.0,3.0,2.0,0.0,0.0
"t1,t93",1.0,5.0,4.0,2.0,4.0,5.0,4.0,5.0,1.0,0.0
"t1,t94",5.0,1.0,2.0,2.0,3.0,7.0,0.0,3.0,0.0,0.0
"t1,t95",5.0,5.0,5.0,1.0,6.0,7.0,0.0,4.0,9.0,0.0
"t1,t96",4.0,5.0,5.0,2.0,4.0,1.0,0.0,6.0,3.0,0.0
"t1,t97",3.0,7.0,7.0,5.0,4.0,6.0,1.0,6.0,9.0,0.0
"t1,t98",5.0,1.0,0.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0
"t1,t99",3.0,7.0,7.0,5.0,3.0,7.0,3.0,4.0,0.0,0.0
"t1,t100",3.0,1.0,1.0,2.0,0.0,6.0,1.0,1.0,0.0,0.0
"t1,t101",5.0,1.0,1.0,7.0,0.0,7.0,1.0,1.0,2.0,0.0
"t1,t102",1.0,7.0,7.0,1.0,6.0,7.0,3.0,1.0,2.0,0.0
"t1,t103",0.0,3.0,3.0,1.0,2.0,7.0,1.0,2.0,0.0,0.0
"t1,t104",5.0,2.0,5.0,7.0,1.0,7.0,1.0,3.0,2.0,0.0
"t1,t105",0.0,7.0,7.0,3.0,8.0,7.0,6.0,2.0,4.0,0.0
"t1,t106",5.0,1.0,1.0,7.0,4.0,7.0,1.0,1.0,0.0,0.0
"t1,t107",2.0,6.0,1.0,7.0,8.0,0.0,1.0,1.0,2.0,0.0
"t1,t108",5.0,7.0,3.0,0.0,1.0,7.0,0.0,1.0,1.0,0.0
"t1,t109",2.0,0.0,2.0,1.0,1.0,7.0,3.0,3.0,0.0,0.0
"t1,t110",5.0,5.0,5.0,1.0,1.0,1.0,4.0,3.0,7.0,0.0
"t1,t111",3.0,1.0,4.0,2.0,1.0,7.0,1.0,5.0,1.0,0.0
"t1,t112",2.0,0.0,2.0,1.0,1.0,7.0,3.0,3.0,0.0,0.0
"t1,t113",2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0
"t1,t114",5.0,2.0,4.0,0.0,1.0,4.0,1.0,1.0,7.0,0.0
"t1,t115",4.0,1.0,0.0,7.0,2.0,7.0,1.0,2.0,0.0,0.0
"t1,t116",5.0,1.0,3.0,2.0,0.0,7.0,1.0,1.0,0.0,0.0
"t1,t117",2.0,1.0,2.0,7.0,0.0,7.0,1.0,4.0,1.0,0.0
"t1,t118",3.0,7.0,7.0,7.0,6.0,7.0,6.0,3.0,2.0,0.0
"t1,t119",5.0,7.0,7.0,7.0,8.0,7.0,0.0,6.0,9.0,0.0
"t1,t120",1.0,2.0,0.0,2.0,2.0,2.0,1.0,6.0,0.0,0.0
"t1,t121",0.0,3.0,3.0,5.0,4.0,7.0,0.0,6.0,3.0,0.0
"t1,t122",5.0,1.0,1.0,3.0,0.0,7.0,2.0,1.0,0.0,0.0
"t1,t123",0.0,2.0,4.0,5.0,4.0,7.0,3.0,0.0,0.0,0.0
"t1,t124",4.0,2.0,1.0,3.0,2.0,7.0,3.0,3.0,1.0,0.0
"t1,t125",3.0,0.0,1.0,6.0,1.0,7.0,1.0,1.0,0.0,0.0
"t1,t126",2.0,5.0,4.0,3.0,2.0,0.0,4.0,4.0,3.0,0.0
"t1,t127",3.0,3.0,1.0,7.0,8.0,2.0,1.0,1.0,0.0,0.0
"t1,t128",0.0,2.0,2.0,1.0,3.0,7.0,0.0,1.0,0.0,0.0
"t1,t129",1.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,0.0,0.0
"t1,t130",0.0,1.0,3.0,7.0,0.0,7.0,0.0,3.0,0.0,0.0
"t1,t131",5.0,2.0,2.0,2.0,0.0,7.0,1.0,0.0,0.0,0.0
"t1,t132",3.0,7.0,0.0,1.0,4.0,1.0,1.0,6.0,0.0,0.0
"t1,t133",5.0,1.0,4.0,1.0,0.0,5.0,2.0,3.0,0.0,0.0
"t1,t134",0.0,1.0,3.0,3.0,2.0,7.0,0.0,1.0,0.0,0.0
"t1,t135",3.0,3.0,4.0,0.0,1.0,7.0,1.0,0.0,1.0,0.0
"t1,t136",1.0,2.0,2.0,5.0,2.0,7.0,1.0,0.0,0.0,0.0
"t1,t137",5.0,0.0,0.0,2.0,0.0,7.0,3.0,2.0,0.0,0.0
"t1,t138",2.0,3.0,1.0,5.0,8.0,7.0,5.0,1.0,2.0,0.0
"t1,t139",2.0,1.0,1.0,7.0,3.0,2.0,1.0,1.0,0.0,0.0
"t1,t140",1.0,1.0,0.0,2.0,1.0,5.0,3.0,2.0,0.0,0.0
"t1,t141",3.0,4.0,7.0,7.0,5.0,7.0,0.0,5.0,3.0,0.0
"t1,t142",0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0
"t1,t143",3.0,7.0,7.0,4.0,8.0,7.0,3.0,1.0,7.0,0.0
"t1,t144",3.0,7.0,2.0,0.0,6.0,1.0,0.0,6.0,2.0,0.0
"t1,t145",1.0,7.0,7.0,7.0,8.0,7.0,4.0,6.0,9.0,0.0
"t1,t146",2.0,7.0,0.0,7.0,4.0,7.0,1.0,3.0,3.0,0.0
"t1,t147",1.0,7.0,7.0,7.0,6.0,7.0,3.0,6.0,6.0,0.0
"t1,t148",0.0,5.0,5.0,7.0,3.0,7.0,4.0,6.0,2.0,0.0
"t1,t149",5.0,3.0,0.0,3.0,2.0,7.0,3.0,4.0,3.0,0.0
"t1,t150",2.0,3.0,3.0,0.0,0.0,7.0,3.0,3.0,0.0,0.0
"t1,t151",5.0,5.0,4.0,1.0,1.0,7.0,3.0,5.0,0.0,0.0
"t1,t152",2.0,7.0,5.0,4.0,4.0,6.0,5.0,1.0,7.0,0.0
"t1,t153",5.0,7.0,7.0,3.0,6.0,1.0,4.0,1.0,0.0,0.0
"t1,t154",3.0,2.0,3.0,1.0,1.0,7.0,2.0,2.0,0.0,0.0
"t1,t155",3.0,4.0,5.0,2.0,8.0,7.0,3.0,2.0,0.0,0.0
"t1,t156",5.0,7.0,7.0,4.0,8.0,7.0,4.0,2.0,0.0,0.0
"t1,t157",4.0,7.0,7.0,7.0,8.0,7.0,6.0,6.0,0.0,0.0
"t1,t158",3.0,4.0,5.0,1.0,2.0,1.0,1.0,6.0,0.0,0.0
"t1,t159",5.0,5.0,7.0,2.0,1.0,7.0,1.0,3.0,0.0,0.0
"t1,t160",5.0,7.0,7.0,2.0,4.0,2.0,2.0,4.0,0.0,0.0
"t1,t161",5.0,1.0,0.0,7.0,2.0,7.0,6.0,3.0,0.0,0.0
"t1,t162",0.0,4.0,6.0,5.0,4.0,7.0,4.0,6.0,0.0,0.0
"t1,t163",1.0,2.0,2.0,5.0,4.0,7.0,6.0,3.0,0.0,0.0
"t1,t164",5.0,1.0,1.0,2.0,0.0,3.0,3.0,3.0,1.0,0.0
"t1,t165",5.0,3.0,2.0,5.0,3.0,7.0,4.0,2.0,0.0,0.0
"t1,t166",3.0,5.0,6.0,3.0,4.0,0.0,6.0,6.0,0.0,0.0
"t1,t167",5.0,6.0,5.0,4.0,4.0,1.0,3.0,6.0,2.0,0.0
"t1,t168",5.0,3.0,3.0,1.0,2.0,7.0,5.0,3.0,0.0,0.0
"t1,t169",1.0,3.0,3.0,2.0,2.0,7.0,3.0,2.0,1.0,0.0
"t1,t170",1.0,5.0,4.0,7.0,2.0,7.0,3.0,1.0,0.0,0.0
"t1,t171",4.0,7.0,7.0,7.0,8.0,2.0,6.0,6.0,9.0,0.0
"t1,t172",3.0,4.0,5.0,2.0,3.0,7.0,5.0,6.0,0.0,0.0
"t1,t173",5.0,7.0,7.0,7.0,4.0,7.0,4.0,3.0,4.0,0.0
"t1,t174",2.0,3.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0
"t1,t175",1.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0
"t1,t176",0.0,5.0,6.0,1.0,1.0,7.0,3.0,3.0,0.0,0.0
"t1,t177",0.0,7.0,7.0,7.0,4.0,7.0,2.0,1.0,1.0,0.0
"t1,t178",3.0,7.0,7.0,7.0,5.0,2.0,0.0,4.0,6.0,0.0
"t1,t179",1.0,3.0,4.0,7.0,1.0,7.0,4.0,6.0,1.0,0.0
"t1,t180",1.0,7.0,1.0,4.0,1.0,7.0,5.0,6.0,0.0,0.0
"t1,t181",1.0,4.0,5.0,0.0,2.0,7.0,5.0,3.0,0.0,0.0
"t1,t182",2.0,2.0,3.0,7.0,2.0,7.0,1.0,1.0,0.0,0.0
"t1,t183",2.0,1.0,1.0,0.0,2.0,7.0,2.0,5.0,0.0,0.0
"t1,t184",1.0,7.0,7.0,7.0,2.0,7.0,3.0,6.0,0.0,0.0
"t1,t185",2.0,5.0,0.0,4.0,2.0,2.0,3.0,4.0,1.0,0.0
"t1,t186",0.0,4.0,7.0,7.0,3.0,7.0,6.0,6.0,0.0,0.0
"t1,t187",3.0,1.0,1.0,2.0,4.0,7.0,2.0,1.0,1.0,0.0
"t1,t188",3.0,7.0,1.0,1.0,6.0,7.0,4.0,2.0,0.0,0.0
"t1,t189",5.0,6.0,4.0,0.0,2.0,1.0,3.0,3.0,0.0,0.0
"t1,t190",0.0,4.0,7.0,3.0,3.0,7.0,3.0,1.0,0.0,0.0
"t1,t191",1.0,7.0,2.0,2.0,2.0,7.0,2.0,6.0,0.0,0.0
"t1,t192",3.0,7.0,7.0,7.0,4.0,7.0,6.0,6.0,0.0,0.0
"t1,t193",4.0,5.0,5.0,6.0,4.0,0.0,0.0,3.0,0.0,0.0
"t1,t194",1.0,7.0,5.0,2.0,2.0,2.0,6.0,3.0,0.0,0.0
"t1,t195",3.0,2.0,4.0,3.0,2.0,7.0,3.0,2.0,0.0,0.0
"t1,t196",5.0,0.0,1.0,2.0,1.0,7.0,0.0,3.0,0.0,0.0
"t1,t197",1.0,5.0,3.0,0.0,2.0,7.0,3.0,3.0,0.0,0.0
"t1,t198",0.0,1.0,3.0,5.0,2.0,2.0,4.0,6.0,0.0,0.0
"t1,t199",0.0,0.0,1.0,5.0,3.0,7.0,4.0,3.0,1.0,0.0
"t1,t200",5.0,2.0,7.0,0.0,3.0,5.0,3.0,4.0,2.0,0.0
"t1,t201",0.0,7.0,7.0,7.0,8.0,7.0,6.0,3.0,0.0,0.0
"t1,t202",0.0,7.0,7.0,7.0,3.0,1.0,4.0,1.0,0.0,0.0
"t1,t203",3.0,7.0,7.0,7.0,4.0,7.0,6.0,6.0,9.0,0.0
"t1,t204",1.0,3.0,3.0,2.0,5.0,3.0,3.0,3.0,2.0,0.0
"t1,t205",3.0,4.0,1.0,1.0,3.0,0.0,1.0,6.0,0.0,0.0
"t1,t206",5.0,7.0,4.0,5.0,5.0,2.0,6.0,6.0,2.0,0.0
"t1,t207",0.0,7.0,7.0,7.0,8.0,1.0,6.0,6.0,9.0,0.0
"t1,t208",2.0,5.0,5.0,4.0,1.0,7.0,3.0,2.0,2.0,0.0
"t1,t209",0.0,4.0,1.0,2.0,4.0,2.0,3.0,6.0,2.0,0.0
"t1,t210",0.0,7.0,7.0,5.0,3.0,2.0,3.0,6.0,0.0,0.0
"t1,t211",2.0,7.0,4.0,5.0,3.0,5.0,3.0,0.0,0.0,0.0
"t1,t212",5.0,7.0,7.0,7.0,3.0,7.0,6.0,6.0,6.0,0.0
"t1,t213",0.0,7.0,7.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
"t1,t214",0.0,7.0,7.0,0.0,5.0,0.0,4.0,6.0,1.0,0.0
"t1,t215",1.0,5.0,3.0,1.0,1.0,1.0,6.0,2.0,0.0,0.0
"t1,t216",1.0,5.0,5.0,2.0,2.0,2.0,6.0,0.0,0.0,0.0
"t1,t217",0.0,3.0,2.0,3.0,8.0,2.0,1.0,3.0,0.0,0.0
"t1,t218",4.0,1.0,2.0,7.0,4.0,7.0,0.0,4.0,0.0,0.0
"t1,t219",5.0,7.0,7.0,7.0,8.0,2.0,4.0,4.0,7.0,0.0
"t1,t220",2.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,6.0,0.0
"t1,t221",0.0,0.0,2.0,2.0,6.0,7.0,1.0,1.0,0.0,0.0
"t1,t222",5.0,5.0,7.0,7.0,4.0,2.0,1.0,3.0,9.0,0.0
"t1,t223",3.0,4.0,3.0,1.0,2.0,7.0,1.0,3.0,0.0,0.0
"t1,t224",5.0,7.0,7.0,0.0,8.0,7.0,5.0,6.0,0.0,0.0
"t1,t225",4.0,7.0,7.0,2.0,8.0,5.0,1.0,1.0,0.0,0.0
"t1,t226",3.0,5.0,6.0,1.0,3.0,7.0,3.0,4.0,0.0,0.0
"t1,t227",3.0,1.0,7.0,2.0,2.0,1.0,3.0,6.0,0.0,0.0
"t1,t228",5.0,7.0,7.0,4.0,7.0,7.0,3.0,6.0,9.0,0.0
"t1,t229",5.0,5.0,1.0,1.0,2.0,7.0,1.0,6.0,3.0,0.0
"t1,t230",2.0,3.0,0.0,1.0,3.0,7.0,3.0,0.0,5.0,0.0
"t1,t231",5.0,1.0,3.0,1.0,3.0,7.0,3.0,3.0,0.0,0.0
"t1,t232",3.0,2.0,2.0,2.0,0.0,7.0,0.0,1.0,0.0,0.0
"t1,t233",5.0,0.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,0.0
"t1,t234",5.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0
"t1,t235",5.0,7.0,5.0,7.0,4.0,2.0,6.0,1.0,0.0,0.0
"t1,t236",2.0,3.0,7.0,2.0,1.0,7.0,5.0,6.0,1.0,0.0
"t1,t237",5.0,1.0,0.0,7.0,1.0,7.0,3.0,3.0,1.0,0.0
"t1,t238",0.0,7.0,7.0,7.0,2.0,7.0,1.0,2.0,2.0,0.0
"t2,t3",1.0,3.0,1.0,6.0,1.0,8.0,1.0,2.0,3.0,0.0
"t2,t4",2.0,0.0,2.0,4.0,3.0,1.0,1.0,4.0,2.0,0.0
"t2,t5",1.0,4.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0
"t2,t6",2.0,2.0,0.0,7.0,1.0,2.0,2.0,5.0,3.0,0.0
"t2,t7",3.0,5.0,2.0,6.0,5.0,2.0,2.0,1.0,3.0,0.0
"t2,t8",2.0,0.0,2.0,7.0,1.0,4.0,2.0,1.0,1.0,0.0
"t2,t9",2.0,3.0,5.0,2.0,1.0,8.0,3.0,4.0,3.0,0.0
"t2,t10",3.0,3.0,1.0,1.0,5.0,1.0,0.0,1.0,3.0,0.0
"t2,t11",6.0,2.0,2.0,7.0,1.0,2.0,2.0,0.0,3.0,0.0
"t2,t12",2.0,3.0,2.0,9.0,4.0,6.0,1.0,0.0,2.0,0.0
"t2,t13",2.0,3.0,5.0,8.0,1.0,1.0,2.0,2.0,1.0,0.0
"t2,t14",2.0,3.0,5.0,6.0,1.0,8.0,3.0,5.0,3.0,0.0
"t2,t15",5.0,0.0,2.0,6.0,3.0,0.0,1.0,3.0,3.0,0.0
"t2,t16",1.0,1.0,2.0,8.0,3.0,1.0,2.0,3.0,2.0,0.0
"t2,t17",1.0,2.0,3.0,9.0,5.0,6.0,3.0,4.0,1.0,0.0
"t2,t18",3.0,4.0,2.0,6.0,5.0,5.0,2.0,1.0,3.0,0.0
"t2,t19",2.0,4.0,1.0,8.0,4.0,4.0,1.0,5.0,2.0,0.0
"t2,t20",3.0,2.0,0.0,2.0,3.0,1.0,2.0,2.0,3.0,0.0
"t2,t21",2.0,2.0,0.0,4.0,1.0,1.0,2.0,4.0,3.0,0.0
"t2,t22",2.0,1.0,1.0,7.0,3.0,4.0,2.0,1.0,3.0,0.0
"t2,t23",0.0,3.0,5.0,9.0,4.0,3.0,2.0,4.0,3.0,0.0
"t2,t24",0.0,5.0,1.0,9.0,2.0,8.0,0.0,1.0,0.0,0.0
"t2,t25",3.0,5.0,2.0,9.0,1.0,1.0,0.0,4.0,3.0,0.0
"t2,t26",1.0,2.0,0.0,8.0,5.0,7.0,0.0,4.0,3.0,0.0
"t2,t27",3.0,4.0,0.0,5.0,4.0,6.0,1.0,5.0,3.0,0.0
"t2,t28",1.0,3.0,5.0,9.0,3.0,1.0,2.0,2.0,3.0,0.0
"t2,t29",2.0,4.0,1.0,9.0,2.0,7.0,2.0,4.0,3.0,0.0
"t2,t30",2.0,3.0,3.0,9.0,4.0,7.0,1.0,2.0,6.0,0.0
"t2,t31",3.0,4.0,1.0,9.0,1.0,1.0,1.0,4.0,3.0,0.0
"t2,t32",0.0,4.0,3.0,7.0,3.0,0.0,3.0,4.0,4.0,0.0
"t2,t33",2.0,3.0,3.0,2.0,3.0,7.0,2.0,3.0,6.0,0.0
"t2,t34",2.0,1.0,1.0,9.0,4.0,5.0,2.0,3.0,1.0,0.0
"t2,t35",5.0,2.0,2.0,2.0,1.0,0.0,2.0,5.0,3.0,0.0
"t2,t36",3.0,3.0,1.0,9.0,3.0,5.0,1.0,5.0,6.0,0.0
"t2,t37",5.0,4.0,1.0,6.0,2.0,1.0,1.0,1.0,3.0,0.0
"t2,t38",5.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,0.0
"t2,t39",1.0,1.0,4.0,8.0,3.0,3.0,3.0,4.0,6.0,0.0
"t2,t40",1.0,2.0,1.0,0.0,2.0,1.0,2.0,4.0,0.0,0.0
"t2,t41",2.0,4.0,0.0,9.0,3.0,4.0,2.0,5.0,2.0,0.0
"t2,t42",6.0,4.0,1.0,6.0,5.0,4.0,3.0,0.0,3.0,0.0
"t2,t43",0.0,5.0,2.0,9.0,1.0,6.0,2.0,4.0,3.0,0.0
"t2,t44",2.0,3.0,5.0,2.0,5.0,1.0,1.0,4.0,3.0,0.0
"t2,t45",7.0,1.0,3.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0
"t2,t46",2.0,2.0,1.0,6.0,4.0,0.0,2.0,3.0,1.0,0.0
"t2,t47",0.0,1.0,1.0,7.0,2.0,0.0,2.0,4.0,3.0,0.0
"t2,t48",2.0,4.0,2.0,0.0,5.0,1.0,2.0,2.0,1.0,0.0
"t2,t49",2.0,3.0,5.0,7.0,3.0,1.0,3.0,4.0,3.0,0.0
"t2,t50",4.0,2.0,0.0,0.0,3.0,1.0,2.0,0.0,4.0,0.0
"t2,t51",2.0,3.0,5.0,8.0,3.0,1.0,0.0,2.0,1.0,0.0
"t2,t52",3.0,3.0,1.0,3.0,2.0,2.0,3.0,5.0,3.0,0.0
"t2,t53",1.0,2.0,2.0,3.0,3.0,1.0,2.0,0.0,1.0,0.0
"t2,t54",0.0,4.0,0.0,6.0,2.0,1.0,4.0,1.0,2.0,0.0
"t2,t55",3.0,3.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0
"t2,t56",1.0,2.0,0.0,6.0,3.0,4.0,1.0,2.0,1.0,0.0
"t2,t57",5.0,3.0,0.0,8.0,1.0,1.0,1.0,4.0,3.0,0.0
"t2,t58",0.0,1.0,2.0,6.0,3.0,1.0,2.0,3.0,3.0,0.0
"t2,t59",1.0,5.0,1.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0
"t2,t60",2.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,0.0
"t2,t61",3.0,2.0,0.0,4.0,4.0,1.0,2.0,4.0,3.0,0.0
"t2,t62",1.0,2.0,5.0,7.0,1.0,1.0,2.0,5.0,2.0,0.0
"t2,t63",2.0,0.0,2.0,6.0,2.0,1.0,0.0,2.0,2.0,0.0
"t2,t64",3.0,1.0,2.0,2.0,1.0,1.0,2.0,5.0,1.0,0.0
"t2,t65",2.0,3.0,5.0,0.0,1.0,1.0,5.0,5.0,3.0,0.0
"t2,t66",0.0,1.0,0.0,6.0,4.0,1.0,1.0,4.0,3.0,0.0
"t2,t67",3.0,1.0,2.0,3.0,3.0,1.0,0.0,2.0,3.0,0.0
"t2,t68",3.0,3.0,5.0,7.0,1.0,8.0,0.0,5.0,1.0,0.0
"t2,t69",3.0,4.0,2.0,7.0,1.0,1.0,2.0,4.0,3.0,0.0
"t2,t70",3.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,0.0
"t2,t71",7.0,2.0,3.0,4.0,2.0,1.0,2.0,5.0,3.0,0.0
"t2,t72",2.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,6.0,0.0
"t2,t73",3.0,1.0,1.0,0.0,2.0,1.0,4.0,5.0,3.0,0.0
"t2,t74",2.0,3.0,5.0,2.0,1.0,1.0,2.0,5.0,3.0,0.0
"t2,t75",1.0,2.0,5.0,0.0,3.0,1.0,1.0,5.0,1.0,0.0
"t2,t76",1.0,0.0,2.0,5.0,2.0,1.0,2.0,3.0,1.0,0.0
"t2,t77",2.0,1.0,3.0,6.0,3.0,1.0,3.0,4.0,3.0,0.0
"t2,t78",3.0,3.0,5.0,1.0,1.0,1.0,2.0,5.0,1.0,0.0
"t2,t79",2.0,3.0,4.0,7.0,0.0,4.0,2.0,0.0,3.0,0.0
"t2,t80",0.0,3.0,5.0,0.0,2.0,1.0,3.0,5.0,2.0,0.0
"t2,t81",0.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,0.0
"t2,t82",2.0,3.0,5.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0
"t2,t83",2.0,3.0,5.0,0.0,4.0,1.0,5.0,1.0,3.0,0.0
"t2,t84",0.0,0.0,3.0,3.0,2.0,4.0,0.0,5.0,2.0,0.0
"t2,t85",2.0,3.0,2.0,3.0,1.0,5.0,3.0,5.0,2.0,0.0
"t2,t86",2.0,1.0,1.0,7.0,3.0,1.0,4.0,5.0,3.0,0.0
"t2,t87",4.0,6.0,4.0,7.0,6.0,4.0,3.0,4.0,3.0,0.0
"t2,t88",1.0,2.0,1.0,7.0,4.0,1.0,2.0,1.0,3.0,0.0
"t2,t89",2.0,2.0,0.0,4.0,4.0,1.0,2.0,4.0,2.0,0.0
"t2,t90",2.0,2.0,2.0,6.0,3.0,1.0,3.0,4.0,3.0,0.0
"t2,t91",0.0,2.0,4.0,5.0,4.0,4.0,2.0,2.0,3.0,0.0
"t2,t92",1.0,3.0,2.0,6.0,4.0,2.0,2.0,1.0,3.0,0.0
"t2,t93",2.0,1.0,2.0,5.0,1.0,1.0,3.0,4.0,2.0,0.0
"t2,t94",2.0,3.0,0.0,5.0,2.0,1.0,1.0,4.0,3.0,0.0
"t2,t95",2.0,1.0,3.0,8.0,1.0,1.0,1.0,3.0,6.0,0.0
"t2,t96",1.0,1.0,3.0,5.0,1.0,7.0,1.0,5.0,0.0,0.0
"t2,t97",0.0,3.0,5.0,2.0,1.0,0.0,2.0,5.0,6.0,0.0
"t2,t98",2.0,3.0,2.0,8.0,4.0,1.0,0.0,2.0,2.0,0.0
"t2,t99",0.0,3.0,5.0,2.0,2.0,1.0,2.0,3.0,3.0,0.0
"t2,t100",0.0,3.0,1.0,9.0,5.0,0.0,2.0,2.0,3.0,0.0
"t2,t101",2.0,3.0,1.0,0.0,5.0,1.0,0.0,2.0,1.0,0.0
"t2,t102",2.0,3.0,5.0,8.0,1.0,1.0,2.0,2.0,1.0,0.0
"t2,t103",3.0,1.0,1.0,8.0,3.0,1.0,2.0,1.0,3.0,0.0
"t2,t104",2.0,2.0,3.0,0.0,4.0,1.0,0.0,4.0,1.0,0.0
"t2,t105",3.0,3.0,5.0,4.0,3.0,1.0,5.0,1.0,1.0,0.0
"t2,t106",2.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0
"t2,t107",1.0,2.0,1.0,0.0,3.0,6.0,0.0,2.0,1.0,0.0
"t2,t108",2.0,3.0,1.0,7.0,4.0,1.0,1.0,2.0,2.0,0.0
"t2,t109",5.0,4.0,0.0,8.0,4.0,1.0,2.0,4.0,3.0,0.0
"t2,t110",2.0,1.0,3.0,8.0,4.0,5.0,3.0,2.0,4.0,0.0
"t2,t111",0.0,3.0,2.0,9.0,4.0,1.0,2.0,4.0,2.0,0.0
"t2,t112",5.0,4.0,0.0,8.0,4.0,1.0,2.0,4.0,3.0,0.0
"t2,t113",1.0,5.0,1.0,9.0,4.0,5.0,2.0,2.0,3.0,0.0
"t2,t114",2.0,2.0,2.0,7.0,4.0,2.0,2.0,2.0,4.0,0.0
"t2,t115",7.0,3.0,2.0,0.0,3.0,1.0,0.0,1.0,3.0,0.0
"t2,t116",2.0,3.0,1.0,9.0,5.0,1.0,0.0,2.0,3.0,0.0
"t2,t117",1.0,3.0,0.0,0.0,5.0,1.0,2.0,3.0,2.0,0.0
"t2,t118",0.0,3.0,5.0,0.0,1.0,1.0,5.0,2.0,1.0,0.0
