tuple_pair,Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,class
"t1,t110",4,10,24,10,1,4,37,12,3,38,30,145,29,5,6,3,1,8,0
"t1,t111",4,1,2,4,1,1,1,0,0,5,3,7,1,1,6,10,1,0,0
"t1,t112",2,10,13,8,0,3,35,11,3,36,25,140,41,2,1,0,1,6,0
"t1,t113",1,10,22,0,6,4,34,11,3,40,27,137,43,5,6,6,3,8,0
"t1,t114",6,5,9,21,5,0,23,6,2,23,5,90,12,8,5,2,9,6,0
"t1,t115",4,0,6,26,11,2,1,0,0,2,2,6,12,1,5,6,2,2,0
"t1,t116",4,12,5,17,5,2,31,9,3,37,21,121,64,13,3,12,17,16,0
"t1,t117",2,7,22,7,0,3,25,9,2,25,26,111,19,9,7,0,6,8,0
"t1,t118",3,5,9,12,4,3,34,10,3,21,21,131,16,11,7,3,11,7,0
"t1,t119",1,8,15,19,7,2,38,11,3,31,28,146,35,16,6,1,18,16,0
"t1,t120",10,2,7,18,3,2,2,1,0,3,5,7,9,2,6,3,0,0,0
"t1,t121",4,11,7,20,6,1,18,3,2,35,2,67,49,4,6,6,7,5,0
"t1,t122",5,8,18,7,5,2,22,7,2,26,13,97,25,8,11,1,1,9,0
"t1,t123",3,6,5,26,9,1,11,1,1,21,1,40,15,6,3,9,6,6,0
"t1,t124",2,2,9,18,5,1,17,3,2,17,0,64,1,4,2,5,6,5,0
"t1,t125",8,4,13,49,13,0,7,1,1,18,4,24,33,12,1,10,14,15,0
"t1,t126",0,2,4,29,10,1,14,2,1,18,3,51,3,5,1,4,5,5,0
"t1,t127",8,1,10,48,13,0,6,0,1,18,1,19,3,10,1,3,13,13,0
"t1,t128",1,1,0,15,5,1,4,1,0,2,2,13,9,2,2,6,1,1,0
"t1,t129",8,6,0,3,2,2,17,5,2,24,4,74,27,0,4,8,2,6,0
"t1,t130",1,8,17,4,2,4,40,13,3,31,28,154,28,8,6,1,8,3,0
"t1,t131",3,3,10,18,3,2,0,1,0,10,8,5,1,1,4,9,2,4,0
"t1,t132",4,6,9,20,5,0,8,1,1,20,4,28,14,5,3,11,6,9,0
"t1,t133",8,5,5,10,3,2,30,9,2,20,12,118,24,3,4,3,7,1,0
"t1,t134",1,4,7,29,11,0,19,4,2,22,7,73,2,8,5,7,10,10,0
"t1,t135",5,1,5,22,9,2,2,1,0,9,1,8,10,3,16,0,3,2,0
"t1,t136",7,7,7,42,10,0,11,1,1,25,3,39,39,13,8,7,17,15,0
"t1,t137",10,6,7,49,12,0,12,2,1,20,5,44,36,13,3,1,17,16,0
"t1,t138",4,1,1,14,6,0,0,0,0,7,2,2,1,2,11,4,2,0,0
"t1,t139",11,8,2,39,9,1,17,3,2,15,7,64,52,15,14,4,19,17,0
"t1,t140",4,7,15,10,3,3,39,12,3,28,25,149,23,12,9,1,11,8,0
"t1,t141",7,12,17,15,5,3,35,11,3,33,26,136,60,13,5,10,15,12,0
"t1,t142",1,8,13,8,6,3,41,13,3,30,31,155,31,13,6,2,17,13,0
"t1,t143",9,0,10,212,85,40,2,1,1,10,152,4,11,58,11,2,6,5,0
"t1,t144",6,3,9,30,10,2,20,4,2,19,2,78,9,5,0,2,6,3,0
"t1,t145",4,11,24,12,1,3,39,13,3,36,31,152,51,3,1,7,1,6,0
"t1,t146",10,4,1,21,4,1,6,0,1,16,5,19,17,6,1,16,5,9,0
"t1,t147",5,4,3,36,11,1,21,5,2,20,10,79,9,13,3,1,19,18,0
"t1,t148",4,3,5,16,5,3,21,5,2,19,0,85,10,1,9,4,4,4,0
"t1,t149",1,12,31,11,1,7,38,13,3,44,29,150,39,13,5,6,2,8,0
"t1,t150",4,11,7,28,7,1,24,6,2,31,15,93,57,15,5,11,19,18,0
"t1,t151",2,2,2,40,15,1,15,2,2,21,1,53,3,6,9,4,9,8,0
"t1,t152",5,3,6,31,11,2,22,5,2,20,3,86,14,2,2,5,5,0,0
"t1,t153",4,3,1,4,1,1,1,0,0,14,5,6,0,1,11,5,2,2,0
"t1,t154",8,5,11,37,15,0,23,5,2,23,5,90,6,6,6,6,10,10,0
"t1,t155",5,1,0,12,2,2,3,1,0,4,5,11,5,0,1,9,0,1,0
"t1,t156",10,0,13,41,11,2,2,1,0,8,8,13,9,6,11,6,7,7,0
"t1,t157",1,10,15,6,1,4,38,12,3,33,27,149,47,5,1,1,4,1,0
"t1,t158",9,2,12,16,1,2,1,1,0,3,10,8,10,2,4,2,1,3,0
"t1,t159",4,5,9,4,0,2,26,7,2,21,6,104,14,4,9,10,6,0,0
"t1,t160",0,8,18,5,3,3,43,14,3,30,34,163,31,13,16,0,15,11,0
"t1,t161",9,5,7,29,11,2,29,8,2,22,14,112,17,8,13,2,10,5,0
"t1,t162",3,11,22,8,4,6,39,13,3,37,31,154,40,11,6,7,2,8,0
"t1,t163",11,2,12,48,14,1,3,0,1,16,1,7,2,10,8,1,10,10,0
"t1,t164",3,10,24,16,1,4,38,13,3,37,33,151,51,9,7,9,3,8,0
"t1,t165",8,0,10,42,13,2,1,0,0,7,4,3,2,3,6,8,1,4,0
"t1,t166",4,5,10,23,5,1,5,0,1,21,5,13,15,5,7,6,5,6,0
"t1,t167",5,4,6,110,44,37,7,1,1,16,32,26,12,14,4,2,4,5,0
"t1,t168",5,0,10,24,5,0,5,0,1,10,7,13,8,4,3,5,4,6,0
"t1,t169",0,11,24,6,3,4,38,13,3,41,29,151,49,4,12,2,1,7,0
"t1,t170",3,13,17,19,6,3,30,8,2,35,20,115,63,14,3,3,17,15,0
"t1,t171",5,1,11,185,73,40,4,0,1,9,104,12,24,41,1,8,3,3,0
"t1,t172",3,8,1,34,9,1,20,4,2,28,12,77,52,14,2,1,19,18,0
"t1,t173",12,6,13,12,3,2,27,8,2,22,10,111,19,1,4,0,2,5,0
"t1,t174",8,6,4,38,10,1,13,2,1,15,3,49,42,10,3,2,13,12,0
"t1,t175",11,1,13,53,15,1,2,1,1,17,5,4,6,8,13,8,12,11,0
"t1,t176",13,8,7,15,3,1,26,8,2,21,9,107,42,5,3,3,4,4,0
"t1,t177",8,10,5,5,1,0,30,9,2,28,12,120,57,6,1,6,9,1,0
"t1,t178",11,1,13,39,11,0,6,0,1,17,5,19,6,7,14,4,10,8,0
"t1,t179",12,2,13,52,14,1,0,1,0,8,5,7,19,10,7,5,10,9,0
"t1,t180",4,1,3,29,10,2,3,1,0,5,2,9,0,4,4,2,3,3,0
"t1,t181",9,10,3,25,7,0,24,6,2,30,7,96,48,8,1,0,10,4,0
"t1,t182",9,11,9,30,8,1,24,6,2,30,14,93,57,15,8,4,19,17,0
"t1,t183",7,6,9,4,1,2,18,6,2,22,8,83,15,4,6,12,0,7,0
"t1,t184",4,0,5,10,1,2,3,1,0,2,7,11,2,0,0,0,0,2,0
"t1,t185",1,7,9,18,6,2,35,10,3,26,23,133,33,14,6,4,20,17,0
"t1,t186",8,7,2,18,5,3,21,5,2,27,2,83,39,4,1,7,5,3,0
"t1,t187",9,1,12,41,11,1,0,1,0,4,11,5,10,2,3,8,2,4,0
"t1,t188",13,3,13,55,14,1,1,1,0,16,5,9,22,11,13,2,12,11,0
"t1,t189",6,8,2,32,6,1,18,4,2,26,9,69,53,15,7,10,19,18,0
"t1,t190",8,3,15,45,12,1,4,0,1,9,2,10,33,11,8,10,12,12,0
"t1,t191",9,2,10,42,15,1,0,0,0,9,2,1,0,4,16,4,5,4,0
"t1,t192",4,6,12,13,6,3,34,11,3,28,20,135,26,1,11,4,4,3,0
"t1,t193",3,5,11,30,9,1,27,7,2,23,18,105,15,14,2,5,21,19,0
"t1,t194",1,10,5,29,8,2,20,5,2,25,12,80,55,13,1,16,14,14,0
"t1,t195",4,0,9,12,2,2,0,0,0,5,1,4,0,3,4,2,0,1,0
"t1,t196",0,2,5,33,11,0,10,1,1,17,1,34,2,6,0,3,6,8,0
"t1,t197",5,1,3,13,3,2,3,1,0,2,1,8,9,1,0,7,0,1,0
"t1,t198",13,9,9,9,2,2,27,7,2,27,8,107,53,8,2,5,9,3,0
"t2,t3",1,2,8,16,7,17,13,5,1,0,13,55,20,5,9,10,12,8,0
"t2,t4",4,4,22,9,4,4,28,8,3,19,27,110,14,13,6,10,21,15,0
"t2,t5",4,1,2,33,11,0,7,0,1,2,11,17,11,18,6,19,21,26,0
"t2,t6",3,2,4,18,7,0,6,0,1,1,9,12,10,16,2,7,20,27,0
"t2,t7",7,5,20,11,3,3,32,9,3,17,21,121,23,14,3,20,21,17,0
"t2,t8",2,7,23,5,1,2,28,9,2,16,30,114,36,13,12,4,19,14,0
"t2,t9",6,1,6,23,10,1,7,1,1,3,15,20,16,13,9,0,18,24,0
"t2,t10",2,3,4,13,6,1,10,4,1,7,13,40,14,5,10,2,11,8,0
"t2,t11",2,9,23,3,2,3,32,9,3,28,24,124,36,13,12,10,22,18,0
"t2,t12",1,7,23,17,6,4,28,9,2,18,30,113,28,14,11,8,20,14,0
"t2,t13",2,9,25,15,5,2,30,9,3,19,30,122,53,13,9,1,21,16,0
"t2,t14",2,9,20,7,3,2,32,9,3,21,27,126,36,14,3,6,21,18,0
"t2,t15",7,5,11,23,10,0,16,6,1,9,24,66,26,9,11,1,14,11,0
"t2,t16",1,2,18,18,7,0,21,8,2,6,22,90,3,8,10,4,15,11,0
"t2,t17",2,8,16,1,1,3,34,9,3,20,23,133,36,13,11,1,20,17,0
"t2,t18",2,7,23,17,5,2,36,10,3,21,28,148,35,11,4,1,19,15,0
"t2,t19",5,4,9,27,1,4,9,5,0,14,11,36,12,23,4,14,24,27,0
"t2,t20",9,0,3,28,6,1,5,0,1,2,4,9,7,22,1,5,27,27,0
"t2,t21",2,4,10,13,5,0,10,4,1,5,10,42,21,3,4,3,8,7,0
"t2,t22",1,4,1,5,2,0,5,2,1,3,9,19,29,5,10,26,11,9,0
"t2,t23",0,3,8,20,7,2,12,3,1,5,15,41,22,17,9,15,21,25,0
"t2,t24",6,4,16,16,4,0,15,5,1,9,11,59,21,1,6,1,3,3,0
"t2,t25",6,3,7,6,4,0,11,4,1,5,14,43,26,9,12,5,15,15,0
"t2,t26",6,4,8,1,2,1,6,2,1,9,4,25,23,4,11,9,10,8,0
"t2,t27",3,2,23,30,7,1,26,8,2,5,19,106,0,3,2,4,8,6,0
"t2,t28",3,4,22,14,3,2,18,6,2,9,14,71,16,2,3,5,5,4,0
"t2,t29",3,8,21,34,13,2,35,10,3,20,27,138,34,8,7,15,17,13,0
"t2,t30",5,5,4,7,5,0,1,0,1,10,1,5,38,4,7,1,9,10,0
"t2,t31",1,1,20,15,4,1,17,6,2,4,11,68,23,1,7,9,5,3,0
"t2,t32",4,5,18,18,4,1,19,6,2,9,12,75,11,2,8,9,5,3,0
"t2,t33",1,1,4,13,3,1,1,1,1,5,10,4,5,10,10,9,13,16,0
"t2,t34",2,6,29,31,11,4,30,9,3,16,23,117,42,7,2,20,14,10,0
"t2,t35",4,0,7,30,6,1,5,1,1,0,7,8,8,25,13,6,28,27,0
"t2,t36",2,10,22,6,2,2,29,8,3,31,22,110,37,15,8,5,22,19,0
"t2,t37",3,0,4,7,1,1,5,2,0,1,3,16,0,1,6,3,5,4,0
"t2,t38",5,2,2,6,5,2,6,2,1,3,8,23,9,5,6,0,11,9,0
"t2,t39",8,3,8,1,3,1,9,4,1,5,10,39,10,6,2,8,10,8,0
"t2,t40",1,4,2,18,3,2,8,4,0,9,10,30,32,5,7,13,12,12,0
"t2,t41",3,7,21,178,74,40,31,9,3,24,80,123,26,35,13,13,20,16,0
"t2,t42",3,5,23,5,0,3,31,9,3,19,28,121,23,13,1,15,21,17,0
"t2,t43",8,4,18,4,1,3,29,8,3,18,17,108,26,12,8,16,21,17,0
"t2,t44",3,6,22,19,7,3,32,9,3,20,24,127,26,10,12,19,18,13,0
"t2,t45",6,2,14,1,0,0,15,5,1,8,18,60,12,9,8,9,15,14,0
"t2,t46",7,5,2,15,2,2,11,5,0,14,11,41,27,3,12,22,8,7,0
"t2,t47",2,3,20,8,5,2,28,9,2,10,27,118,11,12,12,5,18,13,0
"t2,t48",5,7,25,20,5,1,29,9,3,10,24,118,32,6,12,12,12,8,0
"t2,t49",1,1,16,20,7,0,12,4,1,1,8,49,24,2,9,6,3,2,0
"t2,t50",1,3,23,11,5,2,28,8,2,14,25,110,15,13,1,12,20,14,0
"t2,t51",2,8,19,0,1,1,23,8,2,17,24,92,50,13,11,1,19,15,0
"t2,t52",6,2,4,25,3,4,9,5,0,10,9,33,2,16,4,1,20,24,0
"t2,t53",8,6,28,28,8,1,30,9,3,11,21,122,34,5,4,6,12,10,0
"t2,t54",2,4,6,17,5,1,0,0,1,7,6,1,34,4,12,1,9,14,0
"t2,t55",3,2,12,6,0,1,9,3,1,6,18,37,22,10,6,6,15,17,0
"t2,t56",1,1,2,4,2,0,2,1,1,3,12,8,3,6,7,11,10,9,0
"t2,t57",1,3,8,11,4,0,3,1,1,7,10,12,6,8,12,7,14,16,0
"t2,t58",1,0,0,27,10,1,4,0,1,6,11,8,6,16,5,5,20,26,0
"t2,t59",3,3,23,16,5,3,28,9,2,12,24,115,24,10,8,8,19,14,0
"t2,t60",2,8,15,12,3,2,30,8,3,25,20,113,37,16,12,2,22,19,0
"t2,t61",1,2,2,21,8,1,8,1,1,5,15,21,5,16,3,11,19,25,0
"t2,t62",3,5,19,102,43,35,28,8,3,21,51,106,27,28,4,16,21,18,0
"t2,t63",3,0,15,15,6,1,17,6,2,2,19,73,7,8,13,4,14,10,0
"t2,t64",3,6,30,15,4,3,33,10,3,18,27,131,21,8,6,20,15,10,0
"t2,t65",5,5,29,17,4,2,24,7,2,9,17,93,21,3,5,19,7,5,0
"t2,t66",5,7,19,5,3,1,20,7,2,13,22,84,31,10,13,5,16,12,0
"t2,t67",10,3,8,106,46,47,12,4,1,6,82,48,22,37,9,8,14,11,0
"t2,t68",2,5,4,3,3,1,4,2,1,12,10,17,35,4,5,6,8,9,0
"t2,t69",4,4,23,22,7,2,28,9,2,11,18,114,9,5,10,9,12,8,0
"t2,t70",1,1,22,3,2,1,22,7,2,4,21,89,8,10,4,13,15,11,0
"t2,t71",2,8,23,13,5,3,34,9,3,28,26,134,36,12,10,15,19,15,0
"t2,t72",1,6,20,1,1,3,32,9,3,21,31,130,39,15,11,3,21,16,0
"t2,t73",5,2,2,6,5,2,6,2,1,2,8,24,9,5,6,1,11,9,0
"t2,t74",1,1,20,20,9,2,16,6,2,2,15,67,8,6,0,8,13,9,0
"t2,t75",1,3,26,13,2,1,22,7,2,18,16,85,10,2,12,25,7,3,0
"t2,t76",7,5,15,34,4,5,10,5,0,17,13,38,11,27,8,8,24,26,0
"t2,t77",7,4,4,21,4,3,7,4,0,11,9,29,19,11,12,17,18,20,0
"t2,t78",0,0,4,33,11,1,12,2,2,1,10,36,2,23,1,18,22,27,0
"t2,t79",2,1,0,3,1,2,1,0,1,2,0,5,7,1,0,3,3,2,0
"t2,t80",5,0,19,18,9,2,19,6,2,0,18,76,7,8,13,12,15,11,0
"t2,t81",3,2,27,3,2,3,24,8,2,6,21,97,13,10,2,22,17,11,0
"t2,t82",4,3,22,8,4,3,27,8,2,11,25,109,14,11,7,1,19,14,0
"t2,t83",9,3,13,32,4,3,5,3,0,11,5,22,4,23,5,15,24,26,0
"t2,t84",4,1,4,27,8,2,6,0,1,0,5,14,0,24,7,1,23,28,0
"t2,t85",2,8,21,18,5,2,29,9,2,14,28,116,37,12,9,13,19,14,0
"t2,t86",4,5,2,1,0,1,1,0,1,10,2,5,41,0,12,5,2,1,0
"t2,t87",3,0,17,10,5,1,17,6,2,0,19,70,1,9,5,6,16,13,0
"t2,t88",1,8,22,6,4,3,29,8,3,26,22,113,38,11,5,14,19,15,0
"t2,t89",6,6,0,4,2,1,5,2,0,12,8,18,38,2,11,13,4,2,0
"t2,t90",2,6,11,7,1,3,34,9,3,19,21,132,36,14,13,8,22,17,0
"t2,t91",0,2,2,14,3,3,13,6,0,7,14,47,13,10,1,4,14,16,0
"t2,t92",1,5,21,2,3,2,30,9,3,16,31,123,38,13,12,20,20,13,0
"t2,t93",3,7,23,3,1,2,26,8,2,12,26,108,36,12,0,6,18,13,0
"t2,t94",3,6,14,18,7,3,35,10,3,16,26,140,22,12,5,3,20,17,0
"t2,t95",2,5,19,22,8,1,18,6,2,8,15,72,29,4,2,13,10,8,0
"t2,t96",6,2,8,19,7,0,3,1,1,0,8,2,18,12,13,12,18,25,0
"t2,t97",6,4,16,20,9,1,15,6,1,8,19,64,21,8,12,10,14,9,0
"t2,t98",2,2,1,0,0,1,4,2,1,3,5,18,12,3,2,2,7,6,0
"t2,t99",1,4,2,21,10,0,9,3,1,3,12,38,23,5,11,28,11,6,0
"t2,t100",2,5,23,16,4,2,31,9,3,18,25,126,12,6,12,5,15,11,0
"t2,t101",8,6,23,20,5,3,36,10,3,24,27,146,20,9,5,1,15,14,0
"t2,t102",7,1,6,25,7,3,1,1,1,4,1,0,8,13,5,7,22,23,0
"t2,t103",5,3,10,28,5,2,12,6,0,13,14,45,6,12,2,21,18,20,0
"t2,t104",2,8,16,2,0,3,33,9,3,21,24,129,35,14,3,10,21,18,0
"t2,t105",1,3,14,6,4,0,5,1,1,4,8,15,26,7,13,11,13,18,0
"t2,t106",4,0,8,24,9,0,10,2,1,2,13,28,11,18,3,12,21,27,0
"t2,t107",7,3,6,1,1,2,3,1,1,9,1,12,29,3,10,13,9,7,0
"t2,t108",1,6,16,4,2,1,20,7,2,13,19,82,49,8,0,10,15,10,0
"t2,t109",2,7,11,8,1,3,34,10,3,14,23,135,35,15,2,7,21,19,0
"t2,t110",3,3,11,33,5,3,7,4,0,12,11,28,3,20,6,3,23,27,0
"t2,t111",3,6,15,19,7,2,29,8,3,21,22,110,27,16,6,16,21,19,0
"t2,t112",9,3,0,31,6,2,5,3,0,10,6,23,15,17,13,6,23,25,0
"t2,t113",8,3,9,23,0,3,4,3,0,14,8,20,17,20,6,0,25,27,0
"t2,t114",1,2,4,2,1,1,7,2,1,3,14,27,14,7,7,4,13,13,0
"t2,t115",3,7,19,3,5,3,29,8,3,24,21,111,38,14,7,12,20,17,0
"t2,t116",3,5,8,6,1,1,1,1,0,11,2,4,38,2,9,18,5,3,0
"t2,t117",9,0,9,30,6,2,5,1,1,1,7,6,7,24,5,6,28,27,0
"t2,t118",4,2,4,11,2,2,4,2,0,5,2,14,10,4,5,3,11,12,0
"t2,t119",6,1,2,4,1,1,8,3,0,5,9,29,9,1,6,7,4,3,0
"t2,t120",3,9,20,5,3,3,32,9,3,23,24,124,35,13,6,9,22,19,0
"t2,t121",3,4,6,3,0,0,12,5,1,9,17,50,23,11,6,0,15,14,0
"t2,t122",2,1,5,30,11,1,8,1,1,0,6,20,1,23,1,7,21,28,0
"t2,t123",4,1,18,3,3,0,19,7,2,5,20,77,11,9,9,15,16,13,0
"t2,t124",5,5,4,5,1,0,13,5,1,9,19,53,25,11,10,11,16,14,0
"t2,t125",1,3,26,26,7,1,23,7,2,8,15,93,7,3,11,16,8,4,0
"t2,t126",7,5,9,6,4,0,16,6,2,8,22,66,29,10,11,2,17,14,0
"t2,t127",1,6,23,25,7,1,24,8,2,8,20,98,29,5,13,3,9,6,0
"t2,t128",6,8,13,8,1,2,34,9,3,24,21,130,35,13,10,0,21,18,0
"t2,t129",1,1,13,20,8,1,13,3,1,2,15,43,1,15,8,14,20,25,0
"t2,t130",6,1,4,19,4,3,10,5,0,5,9,37,2,7,6,5,14,16,0
"t2,t131",4,4,23,5,3,3,30,9,3,16,27,122,25,14,8,15,20,15,0
"t2,t132",3,1,22,3,1,1,22,7,2,6,23,89,12,10,9,17,16,10,0
"t2,t133",1,2,8,13,3,1,0,1,1,6,7,1,2,12,8,3,15,20,0
"t2,t134",6,3,6,6,5,1,11,4,1,4,12,44,24,7,7,1,12,9,0
"t2,t135",2,6,18,1,3,3,32,9,3,17,20,125,36,12,4,6,19,17,0
"t2,t136",0,0,20,19,4,1,19,7,2,1,16,78,13,2,4,1,5,4,0
"t2,t137",3,1,20,26,6,1,18,6,2,6,14,73,10,2,9,7,5,3,0
"t2,t138",3,6,12,9,0,1,30,8,3,19,21,115,27,17,1,2,20,19,0
"t2,t139",4,1,15,16,3,0,13,5,1,11,12,53,26,0,2,2,3,2,0
"t2,t140",3,0,2,13,3,2,9,4,0,2,6,32,3,3,3,7,11,11,0
"t2,t141",0,5,4,8,1,2,5,3,0,7,7,19,34,2,7,16,7,7,0
"t2,t142",6,1,0,15,0,2,11,5,0,4,12,38,5,2,6,8,5,6,0
"t2,t143",2,7,23,189,79,41,28,9,2,16,171,113,37,73,1,8,16,14,0
"t2,t144",1,4,4,7,4,1,10,4,1,7,17,39,17,10,12,8,16,16,0
"t2,t145",3,4,11,35,7,2,9,5,0,10,12,35,25,18,11,13,23,25,0
"t2,t146",3,3,14,2,2,2,24,8,2,10,24,98,9,9,11,22,17,10,0
"t2,t147",2,3,10,13,5,0,9,3,1,6,9,38,17,2,9,5,3,1,0
"t2,t148",3,4,8,7,1,2,9,3,1,7,19,32,16,16,3,2,18,23,0
"t2,t149",6,5,18,34,5,6,8,5,0,18,10,33,13,28,7,0,24,27,0
"t2,t150",3,4,6,5,1,0,6,2,1,5,4,24,31,0,7,17,3,1,0
"t2,t151",9,5,11,17,9,0,15,6,1,5,20,64,29,9,3,2,13,11,0
"t2,t152",2,4,7,8,5,1,8,3,1,6,16,31,12,13,10,1,17,19,0
"t2,t153",3,4,14,19,5,2,29,8,3,12,14,111,26,14,1,11,20,17,0
"t2,t154",1,2,2,14,9,1,7,3,1,3,14,27,20,9,6,12,12,9,0
"t2,t155",2,6,13,11,4,3,33,9,3,22,24,128,21,15,13,15,22,18,0
"t2,t156",3,7,26,18,5,3,32,9,3,18,27,130,35,9,1,12,15,12,0
"t2,t157",6,3,2,29,5,3,8,4,0,7,8,32,21,10,11,7,18,20,0
"t2,t158",2,9,25,7,5,3,31,9,3,23,29,125,36,13,8,4,21,16,0
"t2,t159",3,2,4,19,6,1,4,1,1,5,13,13,12,11,3,16,16,19,0
"t2,t160",7,1,5,18,3,2,13,6,0,4,15,46,5,2,4,6,7,8,0
"t2,t161",2,2,6,6,5,1,1,0,1,4,5,5,9,7,1,4,12,14,0
"t2,t162",4,4,9,31,2,5,9,5,0,11,12,37,14,26,6,13,24,27,0
"t2,t163",4,5,25,25,8,2,27,8,2,10,18,110,24,5,4,7,12,9,0
"t2,t164",4,3,11,39,7,3,8,5,0,11,14,34,25,24,5,15,25,27,0
"t2,t165",1,7,23,19,7,3,29,8,3,19,23,114,28,12,6,14,21,15,0
"t2,t166",3,2,23,0,1,2,25,8,2,5,24,104,11,10,5,12,17,13,0
"t2,t167",2,3,19,87,38,38,23,7,2,10,51,91,14,29,8,8,18,14,0
"t2,t168",2,7,23,1,1,1,25,8,2,16,26,104,34,11,9,1,18,13,0
"t2,t169",7,4,11,29,3,3,8,5,0,15,10,34,23,19,0,4,23,26,0
"t2,t170",4,6,4,4,0,2,0,0,1,9,1,2,37,1,9,9,5,4,0
"t2,t171",2,8,24,162,67,41,26,8,2,17,123,105,50,56,13,14,19,16,0
"t2,t172",4,1,14,11,3,0,10,4,1,2,7,40,26,1,10,5,3,1,0
"t2,t173",5,1,0,11,3,1,3,0,1,4,9,6,7,16,8,6,20,24,0
"t2,t174",1,1,17,15,4,0,17,6,2,11,16,68,16,5,9,8,9,7,0
"t2,t175",4,6,26,30,9,2,28,9,2,9,24,113,32,7,1,14,10,8,0
"t2,t176",6,1,6,8,3,0,4,0,1,5,10,10,16,10,9,9,18,23,0
"t2,t177",1,3,8,18,7,1,0,1,1,2,7,3,31,9,11,12,13,20,0
"t2,t178",4,6,26,16,5,1,24,8,2,9,24,98,32,8,2,10,12,11,0
"t2,t179",5,5,26,29,8,2,30,9,3,18,24,124,7,5,5,11,12,10,0
"t2,t180",3,6,16,6,4,3,33,9,3,21,21,126,26,11,8,8,19,16,0
"t2,t181",2,3,10,2,1,1,6,2,1,4,12,21,22,7,11,6,12,15,0
"t2,t182",2,4,4,7,2,0,6,2,1,4,5,24,31,0,4,2,3,2,0
"t2,t183",0,1,4,19,7,1,12,2,1,4,11,34,11,19,6,18,22,26,0
"t2,t184",3,7,18,13,5,3,33,9,3,24,26,128,24,15,12,6,22,17,0
"t2,t185",6,0,4,5,0,1,5,2,0,0,4,16,7,1,6,10,2,2,0
"t2,t186",1,0,11,5,1,2,9,3,1,1,17,34,13,11,13,1,17,22,0
"t2,t187",2,8,25,18,5,2,30,9,3,22,30,122,36,13,9,14,20,15,0
"t2,t188",6,4,26,32,8,2,31,9,3,10,24,126,4,4,1,8,10,8,0
"t2,t189",1,1,15,9,0,0,12,4,1,0,10,48,27,0,5,16,3,1,0
"t2,t190",1,4,28,22,6,2,26,8,2,17,21,107,7,4,4,16,10,7,0
"t2,t191",2,5,23,19,9,2,30,8,3,17,21,116,26,11,4,10,17,15,0
"t2,t192",3,1,1,10,0,2,4,3,0,2,1,18,0,14,1,2,18,22,0
"t2,t193",4,2,2,7,3,0,3,1,1,3,1,12,11,1,10,1,1,0,0
"t2,t194",8,3,8,6,2,1,10,3,1,1,7,37,29,2,13,22,8,5,0
"t2,t195",3,7,22,11,4,3,30,8,3,21,20,113,26,12,8,8,22,18,0
"t2,t196",7,5,18,10,5,1,20,7,2,9,20,83,24,9,12,3,16,11,0
"t2,t197",2,8,16,10,3,3,33,9,3,28,20,125,35,14,12,13,22,18,0
"t2,t198",6,2,4,14,4,1,3,1,1,1,11,10,27,7,10,11,13,16,0
"t3,t4",3,6,14,25,11,13,15,3,2,19,14,55,34,8,3,0,9,7,0
"t3,t5",5,1,6,49,18,17,6,5,0,2,2,38,9,13,3,9,9,18,0
"t3,t6",4,0,4,34,14,17,7,5,0,1,4,43,10,11,7,3,8,19,0
"t3,t7",6,7,12,27,10,14,19,4,2,17,8,66,43,9,6,10,9,9,0
"t3,t8",1,9,15,11,6,15,15,4,1,16,17,59,56,8,3,6,7,6,0
"t3,t9",7,1,2,39,17,18,6,4,0,3,2,35,4,8,0,10,6,16,0
"t3,t10",1,5,4,3,1,16,3,1,0,7,0,15,34,0,1,8,1,0,0
"t3,t11",1,11,15,19,9,14,19,4,2,28,11,69,56,8,3,0,10,10,0
"t3,t12",2,9,15,1,1,13,15,4,1,18,17,58,48,9,2,2,8,6,0
"t3,t13",3,11,17,1,2,15,17,4,2,19,17,67,73,8,0,11,9,8,0
"t3,t14",3,11,12,23,10,15,19,4,2,21,14,71,56,9,6,4,9,10,0
"t3,t15",6,7,3,7,3,17,3,1,0,9,11,11,46,4,2,11,2,3,0
"t3,t16",0,4,10,2,0,17,8,3,1,6,9,35,17,3,1,6,3,3,0
"t3,t17",1,10,8,17,6,14,21,4,2,20,10,78,56,8,2,9,8,9,0
"t3,t18",1,9,15,1,2,15,23,5,2,21,15,93,55,6,5,11,7,7,0
"t3,t19",4,2,17,43,8,21,22,10,1,14,24,91,8,18,5,4,12,19,0
"t3,t20",8,2,11,44,13,18,8,5,0,2,17,46,27,17,8,5,15,19,0
"t3,t21",1,6,2,3,2,17,3,1,0,5,3,13,41,2,5,7,4,1,0
"t3,t22",2,2,7,21,9,17,8,3,0,3,4,36,9,0,1,16,1,1,0
"t3,t23",1,5,0,36,14,19,1,2,0,5,2,14,42,12,0,5,9,17,0
"t3,t24",7,6,8,0,3,17,2,0,0,9,2,4,41,4,15,9,9,5,0
"t3,t25",5,1,1,10,3,17,2,1,0,5,1,12,6,4,3,5,3,7,0
"t3,t26",5,2,0,17,5,16,7,3,0,9,9,30,3,1,2,1,2,0,0
